"","JAAR","GEMEENTE","PROVINCIE","howmuch","temp","district"
"1665",1914,"Doorn","Utrecht",1,1897,"Amersfoort"
"1666",1914,"Dordrecht","Zuid-Holland",6,1897,"Dordrecht"
"1667",1914,"Ede","Gelderland",1,1897,"Ede"
"1668",1914,"Eindhoven","Noord-Brabant",3,1897,"Eindhoven"
"1669",1914,"Emmen","Drenthe",4,1897,"Emmen"
"1670",1914,"Enschede","Overijssel",7,1897,"Enschede"
"1671",1914,"Franeker","Friesland",1,1897,"Franeker"
"1672",1914,"Geertruidenberg","Noord-Brabant",2,1897,"Zevenbergen"
"1673",1914,"Geldrop","Noord-Brabant",1,1897,"Helmond"
"1674",1914,"Gorinchem","Zuid-Holland",1,1897,"Gorinchem"
"1675",1914,"Gouda","Zuid-Holland",7,1897,"Gouda"
"1676",1914,"Groningen","Groningen",6,1897,"Groningen"
"1677",1914,"Haarlem","Noord-Holland",8,1897,"Haarlem"
"1678",1914,"Haren","Groningen",2,1897,"Hoogezand"
"1679",1914,"Harlingen","Friesland",5,1897,"Harlingen"
"1680",1914,"Haskerland","Friesland",2,1897,"Schoterland"
"1681",1914,"Heerenveen","Friesland",5,1897,NA
"1682",1914,"Helmond","Noord-Brabant",1,1897,"Helmond"
"1683",1914,"Hengelo","Overijssel",1,1897,"Enschede"
"1684",1914,"Hengelo","Overijssel",1,1897,"Zutphen"
"1685",1914,"Heusden","Noord-Brabant",1,1897,"Waalwijk"
"1686",1914,"Hilversum","Noord-Holland",1,1897,"Hilversum"
"1687",1914,"Hoogezand-","Groningen",3,1897,NA
"1688",1914,"Hoogkerk","Groningen",1,1897,"Zuidhorn"
"1689",1914,"Hoorn","Noord-Holland",1,1897,"Hoorn"
"1690",1914,"Idaarderadeel","Friesland",1,1897,"Leeuwarden"
"1691",1914,"Krommenie","Noord-Holland",1,1897,"Beverwijk"
"1692",1914,"Leeuwarden","Friesland",2,1897,"Leeuwarden"
"1693",1914,"Leiden","Zuid-Holland",8,1897,"Leiden"
"1694",1914,"Lisse","Zuid-Holland",1,1897,"Haarlemmermeer"
"1695",1914,"Maastricht","Limburg",4,1897,"Maastricht"
"1696",1914,"Meppel","Drenthe",2,1897,"Meppel"
"1697",1914,"Middelburg","Zeeland",1,1897,"Middelburg"
"1698",1914,"Midwolda","Groningen",2,1897,"Winschoten"
"1699",1914,"Muntendam","Groningen",1,1897,"Veendam"
"1700",1914,"Nieuwolda","Groningen",1,1897,"Winschoten"
"1701",1914,"Nijmegen","Gelderland",2,1897,"Nijmegen"
"1702",1914,"Noordbroek","Groningen",1,1897,"Winschoten"
"1703",1914,"Noorddijk","Groningen",1,1897,"Hoogezand"
"1704",1914,"Noordwijkerhout","Zuid-Holland",3,1897,"Katwijk"
"1705",1914,"Odoorn","Drenthe",3,1897,"Emmen"
"1706",1914,"Onstwedde","Groningen",3,1897,"Veendam"
"1707",1914,"Ooststelli","Friesland",3,1897,NA
"1708",1914,"Oostzaan","Noord-Holland",1,1897,"Zaandam"
"1709",1914,"Opsterland","Friesland",3,1897,"Schoterland"
"1710",1914,"Oss","Noord-Brabant",1,1897,"Grave"
"1711",1914,"Pekela","Groningen",1,1897,NA
"1712",1914,"Renkum","Gelderland",1,1897,"Elst"
"1713",1914,"Reusel","Noord-Brabant",1,1897,"Eindhoven"
"1714",1914,"Rheden","Gelderland",1,1897,"Rheden"
"1715",1914,"Rijswijk","Zuid-Holland",2,1897,"Gorinchem"
"1716",1914,"Rijswijk","Zuid-Holland",2,1897,"Loosduinen"
"1717",1914,"Rilland-Bath","Zeeland",1,1897,"Hontenisse"
"1718",1914,"Rotterdam","Zuid-Holland",28,1897,"Rotterdam"
"1719",1914,"Ruinen","Drenthe",1,1897,"Meppel"
"1720",1914,"Scheemda","Groningen",2,1897,"Winschoten"
"1721",1914,"Scherpenzeel","Gelderland",1,1897,"Ede"
"1722",1914,"Schiedam","Zuid-Holland",6,1897,"Schiedam"
"1723",1914,"Schoten","Noord-Holland",1,1897,"Beverwijk"
"1724",1914,"Sleen","Drenthe",2,1897,"Emmen"
"1725",1914,"Slochteren","Groningen",1,1897,"Hoogezand"
"1726",1914,"Sloten","Noord-Holland",3,1897,"Sneek"
"1727",1914,"Sloten","Noord-Holland",3,1897,"Haarlemmermeer"
"1728",1914,"Smallingerland","Friesland",2,1897,"Tietjerksteradeel"
"1729",1914,"Steenwijkerwold","Overijssel",1,1897,"Steenwijk"
"1730",1914,"Stellendam","Zuid-Holland",1,1897,"Zierikzee"
"1731",1914,"Tegelen","Limburg",1,1897,"Venlo"
"1732",1914,"Termunten","Groningen",2,1897,"Winschoten"
"1733",1914,"Terneuzen","Zeeland",1,1897,NA
"1734",1914,"Tiel","Noord-Brabant",1,1897,"Tiel"
"1735",1914,"Tilburg","Noord-Brabant",4,1897,"Tilburg"
"1736",1914,"Utrecht","Utrecht",3,1897,"Utrecht"
"1737",1914,"Veendam","Groningen",5,1897,"Veendam"
"1738",1914,"Velsen","Noord-Holland",3,1897,"Beverwijk"
"1739",1914,"Vlagtwedde","Groningen",3,1897,"Veendam"
"1740",1914,"Vledder","Drenthe",1,1897,"Weststellingwerf"
"1741",1914,"Vriezenveen","Overijssel",2,1897,"Ommen"
"1742",1914,"Watergraaf","Noord-Holland",1,1897,NA
"1743",1914,"Wedde","Groningen",2,1897,"Winschoten"
"1744",1914,"Weert","Limburg",1,1897,"Weert"
"1745",1914,"Weesp","Noord-Holland",1,1897,"Hilversum"
"1746",1914,"Weststellingwerf","Friesland",2,1897,"Weststellingwerf"
"1747",1914,"Wildervank","Groningen",7,1897,"Assen"
"1748",1914,"Winschoten","Groningen",4,1897,"Winschoten"
"1749",1914,"Wormerveer","Noord-Holland",1,1897,"Zaandam"
"1750",1914,"Woudenberg","Utrecht",1,1897,"Amersfoort"
"1751",1914,"Zaandam","Noord-Holland",9,1897,"Zaandam"
"1752",1914,"Zaandijk","Noord-Holland",1,1897,"Zaandam"
"1753",1914,"Zeist","Utrecht",2,1897,"Amersfoort"
"1754",1914,"Zijpe","Noord-Holland",1,1897,NA
"1755",1914,"Zutphen","Gelderland",1,1897,"Zutphen"
"1756",1914,"Zwijndrecht","Zuid-Holland",1,1897,"Dordrecht"
"1757",1914,"Zwolle","Overijssel",1,1897,"Zwolle"
"1758",1915,"Almelo","Overijssel",2,1897,"Almelo"
"1759",1915,"Amersfoort","Utrecht",1,1897,"Amersfoort"
"1760",1915,"Amsterdam","Noord-Holland",88,1897,"Amsterdam"
"1761",1915,"Arnhem","Gelderland",3,1897,"Arnhem"
"1762",1915,"Avereest","Overijssel",1,1897,"Meppel"
"1763",1915,"Bloemendaal","Noord-Holland",1,1897,"Beverwijk"
"1764",1915,"Borger","Drenthe",2,1897,"Emmen"
"1765",1915,"Borne","Overijssel",1,1897,"Almelo"
"1766",1915,"Breda","Noord-Brabant",1,1897,"Breda"
"1767",1915,"Bussum","Noord-Holland",1,1897,"Hilversum"
"1768",1915,"Coevorden","Drenthe",1,1897,"Emmen"
"1769",1915,"Delft","Zuid-Holland",3,1897,"Delft"
"1770",1915,"Delfzijl","Groningen",1,1897,"Appingedam"
"1771",1915,"Den Bosch","Noord-Brabant",2,1897,"Den Bosch"
"1772",1915,"Den Haag","Zuid-Holland",17,1897,"Den Haag"
"1773",1915,"Den Helder","Noord-Holland",2,1897,NA
"1774",1915,"Deventer","Overijssel",2,1897,"Deventer"
"1775",1915,"Dodewaard","Gelderland",1,1897,"Tiel"
"1776",1915,"Echteld","Gelderland",1,1897,"Tiel"
"1777",1915,"Eindhoven","Noord-Brabant",3,1897,"Eindhoven"
"1778",1915,"Emmen","Drenthe",5,1897,"Emmen"
"1779",1915,"Enkhuizen","Noord-Holland",1,1897,"Enkhuizen"
"1780",1915,"Enschede","Overijssel",1,1897,"Enschede"
"1781",1915,"Franeker","Friesland",1,1897,"Franeker"
"1782",1915,"Goedereede","Zuid-Holland",1,1897,"Zierikzee"
"1783",1915,"Gorinchem","Zuid-Holland",1,1897,"Gorinchem"
"1784",1915,"Gouda","Zuid-Holland",5,1897,"Gouda"
"1785",1915,"Gramsbergen","Overijssel",1,1897,"Ommen"
"1786",1915,"Groningen","Groningen",9,1897,"Groningen"
"1787",1915,"Haarlem","Noord-Holland",5,1897,"Haarlem"
"1788",1915,"Haren","Groningen",1,1897,"Hoogezand"
"1789",1915,"Harlingen","Friesland",2,1897,"Harlingen"
"1790",1915,"Haskerland","Friesland",1,1897,"Schoterland"
"1791",1915,"Havelte","Drenthe",3,1897,"Weststellingwerf"
"1792",1915,"Heinenoord","Zuid-Holland",1,1897,"Ridderkerk"
"1793",1915,"Hellendoorn","Overijssel",1,1897,"Ommen"
"1794",1915,"Helmond","Noord-Brabant",1,1897,"Helmond"
"1795",1915,"Hengelo","Overijssel",2,1897,"Enschede"
"1796",1915,"Hengelo","Overijssel",2,1897,"Zutphen"
"1797",1915,"Heusden","Noord-Brabant",2,1897,"Waalwijk"
"1798",1915,"Hilversum","Noord-Holland",2,1897,"Hilversum"
"1799",1915,"Hoogezand-","Groningen",1,1897,NA
"1800",1915,"Kerkrade","Limburg",1,1897,"Gulpen"
"1801",1915,"Kollumerla","Friesland",1,1897,NA
"1802",1915,"Koog ad Zaan","Noord-Holland",1,1897,NA
"1803",1915,"Leiden","Zuid-Holland",9,1897,"Leiden"
"1804",1915,"Leiderdorp","Zuid-Holland",1,1897,"Katwijk"
"1805",1915,"Maassluis","Zuid-Holland",1,1897,"Loosduinen"
"1806",1915,"Maastricht","Limburg",1,1897,"Maastricht"
"1807",1915,"Middelhanrnis","Zuid-Holland",1,1897,NA
"1808",1915,"Midwolda","Groningen",2,1897,"Winschoten"
"1809",1915,"Neede","Gelderland",1,1897,"Lochem"
"1810",1915,"Nieuwolda","Groningen",1,1897,"Winschoten"
"1811",1915,"Noordbroek","Groningen",1,1897,"Winschoten"
"1812",1915,"Norg","Drenthe",1,1897,"Assen"
"1813",1915,"Odoorn","Drenthe",1,1897,"Emmen"
"1814",1915,"Onstwedde","Groningen",1,1897,"Veendam"
"1815",1915,"Oost-Soubu","Zeeland",1,1897,NA
"1816",1915,"Oosterhout","Noord-Brabant",1,1897,"Oosterhout"
"1817",1915,"Opsterland","Friesland",1,1897,"Schoterland"
"1818",1915,"Pekela","Groningen",3,1897,NA
"1819",1915,"Raamsdonk","Noord-Brabant",1,1897,"Zevenbergen"
"1820",1915,"Rijswijk","Zuid-Holland",2,1897,"Gorinchem"
"1821",1915,"Rijswijk","Zuid-Holland",2,1897,"Loosduinen"
"1822",1915,"Rolde","Drenthe",3,1897,"Assen"
"1823",1915,"Rotterdam","Zuid-Holland",24,1897,"Rotterdam"
"1824",1915,"Sappemeer","Groningen",1,1897,"Veendam"
"1825",1915,"Schiedam","Zuid-Holland",5,1897,"Schiedam"
"1826",1915,"Schoten","Noord-Holland",1,1897,"Beverwijk"
"1827",1915,"Sleen","Drenthe",2,1897,"Emmen"
"1828",1915,"Sloten","Noord-Holland",1,1897,"Sneek"
"1829",1915,"Sloten","Noord-Holland",1,1897,"Haarlemmermeer"
"1830",1915,"Smallingerland","Friesland",1,1897,"Tietjerksteradeel"
"1831",1915,"Spaarndam","Noord-Holland",1,1897,"Beverwijk"
"1832",1915,"Stedum","Groningen",1,1897,"Appingedam"
"1833",1915,"Stratum","Noord-Brabant",1,1897,"Eindhoven"
"1834",1915,"Tegelen","Limburg",1,1897,"Venlo"
"1835",1915,"Tilburg","Noord-Brabant",8,1897,"Tilburg"
"1836",1915,"Utrecht","Utrecht",5,1897,"Utrecht"
"1837",1915,"Valkenswaard","Noord-Brabant",1,1897,"Eindhoven"
"1838",1915,"Velsen","Noord-Holland",9,1897,"Beverwijk"
"1839",1915,"Vlaardingen","Zuid-Holland",1,1897,"Schiedam"
"1840",1915,"Vlagtwedde","Groningen",4,1897,"Veendam"
"1841",1915,"Waalwijk","Noord-Brabant",1,1897,"Waalwijk"
"1842",1915,"Wedde","Groningen",1,1897,"Winschoten"
"1843",1915,"Weerselo","Overijssel",1,1897,"Almelo"
"1844",1915,"Westzaan","Noord-Holland",1,1897,"Beverwijk"
"1845",1915,"Wildervank","Groningen",1,1897,"Assen"
"1846",1915,"Winschoten","Groningen",1,1897,"Winschoten"
"1847",1915,"Wormerveer","Noord-Holland",1,1897,"Zaandam"
"1848",1915,"Zaandam","Noord-Holland",9,1897,"Zaandam"
"1849",1915,"Zierikzee","Zeeland",1,1897,"Zierikzee"
"1850",1915,"Zijpe","Noord-Holland",1,1897,NA
"1851",1915,"Zoelen","Gelderland",1,1897,"Tiel"
"1852",1915,"Zoetermeer","Zuid-Holland",1,1897,"Loosduinen"
"1853",1915,"Zoeterwoude","Zuid-Holland",1,1897,"Katwijk"
"1854",1915,"Zuidbroek","Groningen",2,1897,"Winschoten"
"1855",1915,"Zuilen","Utrecht",1,1897,"Breukelen"
"1856",1915,"Zwijndrecht","Zuid-Holland",1,1897,"Dordrecht"
"1857",1915,"Zwolle","Overijssel",1,1897,"Zwolle"
"1858",1916,"Alblasserdam","Zuid-Holland",1,1897,"Sliedrecht"
"1859",1916,"Alkmaar","Noord-Holland",3,1897,"Alkmaar"
"1860",1916,"Amersfoort","Utrecht",2,1897,"Amersfoort"
"1861",1916,"Amsterdam","Noord-Holland",104,1897,"Amsterdam"
"1862",1916,"Anloo","Drenthe",1,1897,NA
"1863",1916,"Arnhem","Gelderland",5,1897,"Arnhem"
"1864",1916,"Assendelft","Noord-Holland",1,1897,"Beverwijk"
"1865",1916,"Barneveld","Gelderland",1,1897,"Ede"
"1866",1916,"Beerta","Groningen",2,1897,"Winschoten"
"1867",1916,"Bellingwolde","Groningen",4,1897,"Winschoten"
"1868",1916,"Bergen op Zoom","Noord-Brabant",3,1897,"Bergen op Zoom"
"1869",1916,"Beverwijk","Noord-Holland",1,1897,"Beverwijk"
"1870",1916,"Bloemendaal","Noord-Holland",1,1897,"Beverwijk"
"1871",1916,"Borger","Drenthe",2,1897,"Emmen"
"1872",1916,"Breda","Noord-Brabant",3,1897,"Breda"
"1873",1916,"Capelle a/d Ijssel","Zuid-Holland",1,1897,NA
"1874",1916,"Coevorden","Drenthe",2,1897,"Emmen"
"1875",1916,"Dalen","Drenthe",3,1897,"Emmen"
"1876",1916,"Delft","Zuid-Holland",7,1897,"Delft"
"1877",1916,"Den Bosch","Noord-Brabant",5,1897,"Den Bosch"
"1878",1916,"Den Haag","Zuid-Holland",28,1897,"Den Haag"
"1879",1916,"Den Helder","Noord-Holland",1,1897,NA
"1880",1916,"Deventer","Overijssel",1,1897,"Deventer"
"1881",1916,"Dordrecht","Zuid-Holland",4,1897,"Dordrecht"
"1882",1916,"Edam","Noord-Holland",2,1897,"Hoorn"
"1883",1916,"Eenrum","Groningen",1,1897,"Appingedam"
"1884",1916,"Eindhoven","Noord-Brabant",2,1897,"Eindhoven"
"1885",1916,"Emmen","Drenthe",4,1897,"Emmen"
"1886",1916,"Enkhuizen","Noord-Holland",1,1897,"Enkhuizen"
"1887",1916,"Enschede","Overijssel",5,1897,"Enschede"
"1888",1916,"Finsterwolde","Groningen",1,1897,"Winschoten"
"1889",1916,"Franeker","Friesland",2,1897,"Franeker"
"1890",1916,"Gemert","Noord-Brabant",1,1897,"Veghel"
"1891",1916,"Gorinchem","Zuid-Holland",1,1897,"Gorinchem"
"1892",1916,"Gouda","Zuid-Holland",6,1897,"Gouda"
"1893",1916,"Groningen","Groningen",10,1897,"Groningen"
"1894",1916,"Haarlem","Noord-Holland",7,1897,"Haarlem"
"1895",1916,"Haarlemmermeer","Noord-Holland",3,1897,"Haarlemmermeer"
"1896",1916,"Harderwijk","Overijssel",1,1897,"Apeldoorn"
"1897",1916,"Haren","Groningen",1,1897,"Hoogezand"
"1898",1916,"Haskerland","Friesland",2,1897,"Schoterland"
"1899",1916,"Heerlen","Limburg",1,1897,"Gulpen"
"1900",1916,"Helmond","Noord-Brabant",2,1897,"Helmond"
"1901",1916,"Hendrik Ido Ambacht","Zuid-Holland",1,1897,NA
"1902",1916,"Hengelo","Overijssel",3,1897,"Enschede"
"1903",1916,"Hengelo","Overijssel",3,1897,"Zutphen"
"1904",1916,"Hilversum","Noord-Holland",2,1897,"Hilversum"
"1905",1916,"Hoogeveen","Drenthe",1,1897,"Meppel"
"1906",1916,"Hoogezand-","Groningen",1,1897,NA
"1907",1916,"Hoorn","Noord-Holland",2,1897,"Hoorn"
"1908",1916,"Huizen","Noord-Holland",2,1897,"Hilversum"
"1909",1916,"Jutphaas","Utrecht",1,1897,"Wijk bij Duurstede"
"1910",1916,"Kampen","Overijssel",1,1897,"Kampen"
"1911",1916,"Katwijk","Zuid-Holland",2,1897,"Katwijk"
"1912",1916,"Kollumerla","Friesland",1,1897,NA
"1913",1916,"Koog ad Zaan","Noord-Holland",2,1897,NA
"1914",1916,"Leeuwarden","Friesland",2,1897,"Leeuwarden"
"1915",1916,"Leiden","Zuid-Holland",3,1897,"Leiden"
"1916",1916,"Leiderdorp","Zuid-Holland",1,1897,"Katwijk"
"1917",1916,"Lekkerkerk","Zuid-Holland",1,1897,"Gouda"
"1918",1916,"Maassluis","Zuid-Holland",2,1897,"Loosduinen"
"1919",1916,"Maastricht","Limburg",3,1897,"Maastricht"
"1920",1916,"Melissant","Zuid-Holland",1,1897,"Zierikzee"
"1921",1916,"Meppel","Drenthe",4,1897,"Meppel"
"1922",1916,"Middelburg","Zeeland",2,1897,"Middelburg"
"1923",1916,"Middelhanrnis","Zuid-Holland",1,1897,NA
"1924",1916,"Midwolda","Groningen",1,1897,"Winschoten"
"1925",1916,"Mierlo","Noord-Brabant",1,1897,"Helmond"
"1926",1916,"Nieuwer Amstel","Noord-Holland",1,1897,NA
"1927",1916,"Nijkerk","Gelderland",1,1897,"Ede"
"1928",1916,"Nijmegen","Gelderland",4,1897,"Nijmegen"
"1929",1916,"Noordwijk","Zuid-Holland",1,1897,"Katwijk"
"1930",1916,"Odoorn","Drenthe",4,1897,"Emmen"
"1931",1916,"Oegstgeest","Zuid-Holland",1,1897,"Katwijk"
"1932",1916,"Onstwedde","Groningen",1,1897,"Veendam"
"1933",1916,"Ooststelli","Friesland",4,1897,NA
"1934",1916,"Oostzaan","Noord-Holland",1,1897,"Zaandam"
"1935",1916,"Pekela","Groningen",2,1897,NA
"1936",1916,"Purmerend","Noord-Holland",2,1897,"Hoorn"
"1937",1916,"Raamsdonk","Noord-Brabant",1,1897,"Zevenbergen"
"1938",1916,"Renkum","Gelderland",1,1897,"Elst"
"1939",1916,"Rheden","Gelderland",2,1897,"Rheden"
"1940",1916,"Roermond","Limburg",1,1897,"Roermond"
"1941",1916,"Roosendaal","Noord-Brabant",1,1897,"Bergen op Zoom"
"1942",1916,"Rotterdam","Zuid-Holland",51,1897,"Rotterdam"
"1943",1916,"Scheemda","Groningen",1,1897,"Winschoten"
"1944",1916,"Scherpenzeel","Gelderland",1,1897,"Ede"
"1945",1916,"Schiedam","Zuid-Holland",16,1897,"Schiedam"
"1946",1916,"Sliedrecht","Zuid-Holland",2,1897,"Sliedrecht"
"1947",1916,"Sloten","Noord-Holland",3,1897,"Sneek"
"1948",1916,"Sloten","Noord-Holland",3,1897,"Haarlemmermeer"
"1949",1916,"Smilde","Drenthe",1,1897,"Weststellingwerf"
"1950",1916,"Sneek","Friesland",2,1897,"Sneek"
"1951",1916,"Sommelsdijk","Zuid-Holland",1,1897,"Zierikzee"
"1952",1916,"Steenderen","Gelderland",1,1897,"Zutphen"
"1953",1916,"Steenwijkerwold","Overijssel",1,1897,"Steenwijk"
"1954",1916,"Stellendam","Zuid-Holland",1,1897,"Zierikzee"
"1955",1916,"Swalmen","Limburg",1,1897,"Roermond"
"1956",1916,"Termunten","Groningen",1,1897,"Winschoten"
"1957",1916,"Texel","Noord-Holland",1,1897,"Den Helder"
"1958",1916,"Tiel","Noord-Brabant",4,1897,"Tiel"
"1959",1916,"Tilburg","Noord-Brabant",6,1897,"Tilburg"
"1960",1916,"Uden","Noord-Brabant",1,1897,"Veghel"
"1961",1916,"Usquert","Groningen",1,1897,"Appingedam"
"1962",1916,"Utrecht","Utrecht",10,1897,"Utrecht"
"1963",1916,"Veendam","Groningen",4,1897,"Veendam"
"1964",1916,"Velsen","Noord-Holland",7,1897,"Beverwijk"
"1965",1916,"Vlaardingen","Zuid-Holland",5,1897,"Schiedam"
"1966",1916,"Vlagtwedde","Groningen",5,1897,"Veendam"
"1967",1916,"Vlissingen","Zeeland",5,1897,"Middelburg"
"1968",1916,"Vuren","Gelderland",1,1897,"Gorinchem"
"1969",1916,"Waalwijk","Noord-Brabant",2,1897,"Waalwijk"
"1970",1916,"Waddinxveen","Zuid-Holland",1,1897,"Gouda"
"1971",1916,"Wamel","Gelderland",2,1897,"Druten"
"1972",1916,"Watergraaf","Noord-Holland",1,1897,NA
"1973",1916,"Weststellingwerf","Friesland",2,1897,"Weststellingwerf"
"1974",1916,"Wierden","Overijssel",1,1897,"Almelo"
"1975",1916,"Wildervank","Groningen",4,1897,"Assen"
"1976",1916,"Winschoten","Groningen",2,1897,"Winschoten"
"1977",1916,"Woensel","Noord-Brabant",1,1897,"Eindhoven"
"1978",1916,"Wormerveer","Noord-Holland",7,1897,"Zaandam"
"1979",1916,"Woudenberg","Utrecht",1,1897,"Amersfoort"
"1980",1916,"Zaandam","Noord-Holland",12,1897,"Zaandam"
"1981",1916,"Zaandijk","Noord-Holland",1,1897,"Zaandam"
"1982",1916,"Zierikzee","Zeeland",1,1897,"Zierikzee"
"1983",1916,"Zijpe","Noord-Holland",1,1897,NA
"1984",1916,"Zuilen","Utrecht",1,1897,"Breukelen"
"1985",1916,"Zutphen","Gelderland",3,1897,"Zutphen"
"1986",1916,"Zwijndrecht","Zuid-Holland",1,1897,"Dordrecht"
"1987",1916,"Zwolle","Overijssel",3,1897,"Zwolle"
"1988",1917,"Aalsmeer","Noord-Holland",1,1897,"Haarlemmermeer"
"1989",1917,"Alkmaar","Noord-Holland",4,1897,"Alkmaar"
"1990",1917,"Almelo","Overijssel",1,1897,"Almelo"
"1991",1917,"Amersfoort","Utrecht",3,1897,"Amersfoort"
"1992",1917,"Amsterdam","Noord-Holland",70,1897,"Amsterdam"
"1993",1917,"Angerlo","Gelderland",1,1897,"Rheden"
"1994",1917,"Apeldoorn","Gelderland",1,1897,"Apeldoorn"
"1995",1917,"Arnhem","Gelderland",5,1897,"Arnhem"
"1996",1917,"Beemster","Noord-Holland",1,1897,"Hoorn"
"1997",1917,"Beerta","Groningen",1,1897,"Winschoten"
"1998",1917,"Bellingwedde","Groningen",1,1897,NA
"1999",1917,"Bellingwolde","Groningen",1,1897,"Winschoten"
"2000",1917,"Bergen op Zoom","Noord-Brabant",2,1897,"Bergen op Zoom"
"2001",1917,"Bildt, Het","Friesland",1,1897,NA
"2002",1917,"Borger","Drenthe",2,1897,"Emmen"
"2003",1917,"Breda","Noord-Brabant",1,1897,"Breda"
"2004",1917,"Capelle a/d Ijssel","Zuid-Holland",1,1897,NA
"2005",1917,"Castricum","Noord-Holland",1,1897,"Beverwijk"
"2006",1917,"Culemborg","Gelderland",1,1897,"Wijk bij Duurstede"
"2007",1917,"Delft","Zuid-Holland",7,1897,"Delft"
"2008",1917,"Delfzijl","Groningen",1,1897,"Appingedam"
"2009",1917,"Den Bosch","Noord-Brabant",3,1897,"Den Bosch"
"2010",1917,"Den Haag","Zuid-Holland",42,1897,"Den Haag"
"2011",1917,"Deventer","Overijssel",1,1897,"Deventer"
"2012",1917,"Doesburg","Gelderland",1,1897,"Zutphen"
"2013",1917,"Doetinchem","Gelderland",1,1897,NA
"2014",1917,"Dordrecht","Zuid-Holland",9,1897,"Dordrecht"
"2015",1917,"Drunen","Noord-Brabant",1,1897,"Waalwijk"
"2016",1917,"Eindhoven","Noord-Brabant",3,1897,"Eindhoven"
"2017",1917,"Emmen","Drenthe",5,1897,"Emmen"
"2018",1917,"Enschede","Overijssel",2,1897,"Enschede"
"2019",1917,"Epe","Gelderland",1,1897,"Apeldoorn"
"2020",1917,"Eygelshove","Limburg",1,1897,NA
"2021",1917,"Finsterwolde","Groningen",4,1897,"Winschoten"
"2022",1917,"Geertruidenberg","Noord-Brabant",1,1897,"Zevenbergen"
"2023",1917,"Gieten","Drenthe",1,1897,"Assen"
"2024",1917,"Gilze en Rijen","Noord-Brabant",1,1897,NA
"2025",1917,"Gorinchem","Zuid-Holland",2,1897,"Gorinchem"
"2026",1917,"Gouda","Zuid-Holland",4,1897,"Gouda"
"2027",1917,"Groningen","Groningen",10,1897,"Groningen"
"2028",1917,"Haarlem","Noord-Holland",4,1897,"Haarlem"
"2029",1917,"Haarlemmermeer","Noord-Holland",2,1897,"Haarlemmermeer"
"2030",1917,"Harderwijk","Overijssel",2,1897,"Apeldoorn"
"2031",1917,"Hardinksveld","Zuid-Holland",2,1897,NA
"2032",1917,"Haren","Groningen",1,1897,"Hoogezand"
"2033",1917,"Haskerland","Friesland",1,1897,"Schoterland"
"2034",1917,"Helmond","Noord-Brabant",1,1897,"Helmond"
"2035",1917,"Herten","Limburg",1,1897,"Roermond"
"2036",1917,"Herwen Aerdt","Gelderland",1,1897,NA
"2037",1917,"Hilversum","Noord-Holland",6,1897,"Hilversum"
"2038",1917,"Hoogeveen","Drenthe",2,1897,"Meppel"
"2039",1917,"Hoogezand-","Groningen",1,1897,NA
"2040",1917,"Huissen","Gelderland",1,1897,"Rheden"
"2041",1917,"Kampen","Overijssel",1,1897,"Kampen"
"2042",1917,"Kockengen","Utrecht",1,1897,"Breukelen"
"2043",1917,"Koudekerke","Zeeland",1,1897,"Middelburg"
"2044",1917,"Leeuwarden","Friesland",1,1897,"Leeuwarden"
"2045",1917,"Leiden","Zuid-Holland",12,1897,"Leiden"
"2046",1917,"Leidschendam","Zuid-Holland",1,1897,NA
"2047",1917,"Leusden","Utrecht",1,1897,"Amersfoort"
"2048",1917,"Lochem","Gelderland",1,1897,"Lochem"
"2049",1917,"Loon op Zand","Noord-Brabant",2,1897,"Oosterhout"
"2050",1917,"Maarssen","Utrecht",1,1897,"Breukelen"
"2051",1917,"Maastricht","Limburg",6,1897,"Maastricht"
"2052",1917,"Meeden","Groningen",1,1897,"Veendam"
"2053",1917,"Meppel","Drenthe",2,1897,"Meppel"
"2054",1917,"Middelburg","Zeeland",3,1897,"Middelburg"
"2055",1917,"Millingen","Gelderland",1,1897,"Nijmegen"
"2056",1917,"Muntendam","Groningen",1,1897,"Veendam"
"2057",1917,"Nieuwleusen","Overijssel",1,1897,"Steenwijk"
"2058",1917,"Nijmegen","Gelderland",4,1897,"Nijmegen"
"2059",1917,"Odoorn","Drenthe",4,1897,"Emmen"
"2060",1917,"Oisterwijk","Noord-Brabant",1,1897,"Tilburg"
"2061",1917,"Onstwedde","Groningen",1,1897,"Veendam"
"2062",1917,"Oosterhout","Noord-Brabant",1,1897,"Oosterhout"
"2063",1917,"Ooststelli","Friesland",1,1897,NA
"2064",1917,"Oostzaan","Noord-Holland",1,1897,"Zaandam"
"2065",1917,"Opsterland","Friesland",1,1897,"Schoterland"
"2066",1917,"Oss","Noord-Brabant",1,1897,"Grave"
"2067",1917,"Pekela","Groningen",3,1897,NA
"2068",1917,"Purmerend","Noord-Holland",7,1897,"Hoorn"
"2069",1917,"Raamsdonk","Noord-Brabant",1,1897,"Zevenbergen"
"2070",1917,"Rilland-Bath","Zeeland",1,1897,"Hontenisse"
"2071",1917,"Rotterdam","Zuid-Holland",58,1897,"Rotterdam"
"2072",1917,"Scheemda","Groningen",1,1897,"Winschoten"
"2073",1917,"Schiedam","Zuid-Holland",9,1897,"Schiedam"
"2074",1917,"Sleen","Drenthe",1,1897,"Emmen"
"2075",1917,"Slochteren","Groningen",1,1897,"Hoogezand"
