"","gemeente","1848","1850","1888","1897","district"
"1479","Aengwirden",NA,NA,1,1,"Schoterland"
"1480","Haskerland",NA,NA,1,1,"Schoterland"
"1481","Opsterland",NA,NA,1,1,"Schoterland"
"1482","Schoterland",NA,NA,1,1,"Schoterland"
"1483","Utingeradeel",NA,NA,1,1,"Schoterland"
"1484","Achtkarspelen",NA,NA,1,NA,"Bergum"
"1485","Kollumerland",NA,NA,1,NA,"Bergum"
"1486","Smallingerland",NA,NA,1,NA,"Bergum"
"1487","Tietjerksteradeel",NA,NA,1,NA,"Bergum"
"1488","Diever",NA,NA,1,NA,"Wolvega"
"1489","Havelte",NA,NA,1,NA,"Wolvega"
"1490","Lemsterland",NA,NA,1,NA,"Wolvega"
"1491","Ooststellingwerf",NA,NA,1,NA,"Wolvega"
"1492","Smilde",NA,NA,1,NA,"Wolvega"
"1493","Vledder",NA,NA,1,NA,"Wolvega"
"1494","Weststellingwerf",NA,NA,1,NA,"Wolvega"
"1495","Avereest",NA,NA,1,1,"Meppel"
"1496","De Wijk",NA,NA,1,1,"Meppel"
"1497","Dwingelo",NA,NA,1,1,"Meppel"
"1498","Hoogeveen",NA,NA,1,1,"Meppel"
"1499","Meppel",NA,NA,1,1,"Meppel"
"1500","Nijeveen",NA,NA,1,1,"Meppel"
"1501","Ruinen",NA,NA,1,1,"Meppel"
"1502","Ruinerwold",NA,NA,1,1,"Meppel"
"1503","Zuidwolde",NA,NA,1,1,"Meppel"
"1504","Gramsbergen",NA,NA,1,1,"Ommen"
"1505","Ham (Den)",NA,NA,1,1,"Ommen"
"1506","Hardenberg (Ambt-)",NA,NA,1,1,"Ommen"
"1507","Hardenberg (Stad-)",NA,NA,1,1,"Ommen"
"1508","Hellendoorn",NA,NA,1,1,"Ommen"
"1509","Holten",NA,NA,1,1,"Ommen"
"1510","Ommen (Ambt-)",NA,NA,1,1,"Ommen"
"1511","Ommen (Stad-)",NA,NA,1,1,"Ommen"
"1512","Raalte",NA,NA,1,1,"Ommen"
"1513","Vriezenveen",NA,NA,1,1,"Ommen"
"1514","Borculo",NA,NA,1,1,"Lochem"
"1515","Delden (Ambt-)",NA,NA,1,1,"Lochem"
"1516","Delden (Stad-)",NA,NA,1,1,"Lochem"
"1517","Diepenheim",NA,NA,1,1,"Lochem"
"1518","Eibergen",NA,NA,1,1,"Lochem"
"1519","Goor",NA,NA,1,1,"Lochem"
"1520","Gorssel",NA,NA,1,1,"Lochem"
"1521","Groenlo",NA,NA,1,1,"Lochem"
"1522","Laren",NA,NA,1,1,"Lochem"
"1523","Lochem",NA,NA,1,1,"Lochem"
"1524","Markelo",NA,NA,1,1,"Lochem"
"1525","Neede",NA,NA,1,1,"Lochem"
"1526","Ruurlo",NA,NA,1,1,"Lochem"
"1527","Angerlo",NA,NA,1,1,"Rheden"
"1528","Bergh",NA,NA,1,1,"Rheden"
"1529","Didam",NA,NA,1,1,"Rheden"
"1530","Duiven",NA,NA,1,1,"Rheden"
"1531","Herwen en Aerdt",NA,NA,1,1,"Rheden"
"1532","Huissen",NA,NA,1,1,"Rheden"
"1533","Rheden",NA,NA,1,1,"Rheden"
"1534","Rozendaal",NA,NA,1,1,"Rheden"
"1535","Wehl",NA,NA,1,1,"Rheden"
"1536","Westervoort",NA,NA,1,1,"Rheden"
"1537","Zevenaar",NA,NA,1,1,"Rheden"
"1538","Ammerzoden",NA,NA,1,1,"Druten"
"1539","Appeltern",NA,NA,1,1,"Druten"
"1540","Balgoij",NA,NA,1,1,"Druten"
"1541","Batenburg",NA,NA,1,1,"Druten"
"1542","Bergharen",NA,NA,1,1,"Druten"
"1543","Brakel",NA,NA,1,1,"Druten"
"1544","Dreumel",NA,NA,1,1,"Druten"
"1545","Driel",NA,NA,1,1,"Druten"
"1546","Druten",NA,NA,1,1,"Druten"
"1547","Gameren",NA,NA,1,1,"Druten"
"1548","Hedel",NA,NA,1,1,"Druten"
"1549","Heerewaarden",NA,NA,1,1,"Druten"
"1550","Horssen",NA,NA,1,1,"Druten"
"1551","Hurwenen",NA,NA,1,1,"Druten"
"1552","Kerkwijk",NA,NA,1,1,"Druten"
"1553","Overasselt",NA,NA,1,1,"Druten"
"1554","Poederoijen",NA,NA,1,1,"Druten"
"1555","Rossum",NA,NA,1,1,"Druten"
"1556","Wamel",NA,NA,1,1,"Druten"
"1557","Wijchen",NA,NA,1,1,"Druten"
"1558","Zaltbommel",NA,NA,1,1,"Druten"
"1559","Zuilichem",NA,NA,1,1,"Druten"
"1560","Benschop",NA,NA,1,1,"Wijk bij Duurstede"
"1561","Beusichem",NA,NA,1,1,"Wijk bij Duurstede"
"1562","Bunnik",NA,NA,NA,1,"Wijk bij Duurstede"
"1563","Buren",NA,NA,1,1,"Wijk bij Duurstede"
"1564","Buurmalsen",NA,NA,1,1,"Wijk bij Duurstede"
"1565","Cothen",NA,NA,1,1,"Wijk bij Duurstede"
"1566","Culemborg",NA,NA,1,1,"Wijk bij Duurstede"
"1567","Driebergen",NA,NA,1,1,"Wijk bij Duurstede"
"1568","Hoenkoop",NA,NA,1,1,"Wijk bij Duurstede"
"1569","Houten",NA,NA,1,1,"Wijk bij Duurstede"
"1570","Jaarsveld",NA,NA,1,1,"Wijk bij Duurstede"
"1571","Jutphaas",NA,NA,1,1,"Wijk bij Duurstede"
"1572","Langbroek",NA,NA,1,1,"Wijk bij Duurstede"
"1573","Lopik",NA,NA,1,1,"Wijk bij Duurstede"
"1574","Montfoort",NA,NA,1,1,"Wijk bij Duurstede"
"1575","Odijk",NA,NA,1,1,"Wijk bij Duurstede"
"1576","Oudenrijn",NA,NA,NA,1,"Wijk bij Duurstede"
"1577","Polsbroek",NA,NA,1,1,"Wijk bij Duurstede"
"1578","Rijsenburg",NA,NA,1,1,"Wijk bij Duurstede"
"1579","Schalkwijk",NA,NA,1,1,"Wijk bij Duurstede"
"1580","Snelrewaard",NA,NA,1,1,"Wijk bij Duurstede"
"1581","Tull en 't Waal",NA,NA,1,1,"Wijk bij Duurstede"
"1582","Vreeswijk",NA,NA,1,1,"Wijk bij Duurstede"
"1583","Werkhoven",NA,NA,1,1,"Wijk bij Duurstede"
"1584","Wijk bij Duurstede",NA,NA,1,1,"Wijk bij Duurstede"
"1585","Willeskop",NA,NA,1,1,"Wijk bij Duurstede"
"1586","Willige Langerak",NA,NA,1,1,"Wijk bij Duurstede"
"1587","Ysselstein",NA,NA,1,1,"Wijk bij Duurstede"
"1588","Amerongen",NA,NA,1,1,"Ede"
"1589","Barneveld",NA,NA,1,1,"Ede"
"1590","Ede",NA,NA,1,1,"Ede"
"1591","Hoevelaken",NA,NA,1,1,"Ede"
"1592","Leersum",NA,NA,1,1,"Ede"
"1593","Nijkerk",NA,NA,1,1,"Ede"
"1594","Renswoude",NA,NA,1,1,"Ede"
"1595","Rhenen",NA,NA,1,1,"Ede"
"1596","Scherpenzeel",NA,NA,1,1,"Ede"
"1597","Veenendaal",NA,NA,1,1,"Ede"
"1598","Apeldoorn",NA,NA,1,1,"Apeldoorn"
"1599","Epe",NA,NA,1,1,"Apeldoorn"
"1600","Ermelo",NA,NA,1,1,"Apeldoorn"
"1601","Harderwijk",NA,NA,1,1,"Apeldoorn"
"1602","Putten",NA,NA,1,1,"Apeldoorn"
"1603","Aar (Ter)",NA,NA,1,1,"Breukelen"
"1604","Abcoude-Baambrugge",NA,NA,1,1,"Breukelen"
"1605","Abcoude-Proostdij",NA,NA,1,1,"Breukelen"
"1606","Breukelen-Nijenrode",NA,NA,1,1,"Breukelen"
"1607","Breukelen-St. Pieters",NA,NA,1,1,"Breukelen"
"1608","Haarzuilens",NA,NA,1,1,"Breukelen"
"1609","Harmelen",NA,NA,1,1,"Breukelen"
"1610","Kamerik",NA,NA,1,1,"Breukelen"
"1611","Kockengen",NA,NA,1,1,"Breukelen"
"1612","Laagnieuwkoop",NA,NA,1,1,"Breukelen"
"1613","Linschoten",NA,NA,1,1,"Breukelen"
"1614","Loenen",NA,NA,1,1,"Breukelen"
"1615","Loenersloot",NA,NA,1,1,"Breukelen"
"1616","Loosdrecht",NA,NA,1,1,"Breukelen"
"1617","Maarssen",NA,NA,1,1,"Breukelen"
"1618","Maarsseveen",NA,NA,1,1,"Breukelen"
"1619","Mijdrecht",NA,NA,1,1,"Breukelen"
"1620","Nieuwkoop",NA,NA,1,1,"Breukelen"
"1621","Nieuwveen",NA,NA,1,1,"Breukelen"
"1622","Ruwiel",NA,NA,1,1,"Breukelen"
"1623","Tienhoven",NA,NA,1,1,"Breukelen"
"1624","Veldhuizen",NA,NA,1,1,"Breukelen"
"1625","Vinkeveen",NA,NA,1,1,"Breukelen"
"1626","Vleuten",NA,NA,1,1,"Breukelen"
"1627","Vreeland",NA,NA,1,1,"Breukelen"
"1628","Wilnis",NA,NA,1,1,"Breukelen"
"1629","Zegveld",NA,NA,1,1,"Breukelen"
"1630","Zevenhoven",NA,NA,1,1,"Breukelen"
"1631","Zuilen",NA,NA,1,1,"Breukelen"
"1632","Abbekerk",NA,NA,1,1,"Enkhuizen"
"1633","Andijk",NA,NA,1,1,"Enkhuizen"
"1634","Blokker",NA,NA,1,1,"Enkhuizen"
"1635","Bovenkarspel",NA,NA,1,1,"Enkhuizen"
"1636","Enkhuizen",NA,NA,1,1,"Enkhuizen"
"1637","Grootebroek",NA,NA,1,1,"Enkhuizen"
"1638","Hensbroek",NA,NA,1,1,"Enkhuizen"
"1639","Hoogkarspel",NA,NA,1,1,"Enkhuizen"
"1640","Hoogwoud",NA,NA,1,1,"Enkhuizen"
"1641","Medemblik",NA,NA,1,1,"Enkhuizen"
"1642","Midwoud",NA,NA,1,1,"Enkhuizen"
"1643","Nibbixwoud",NA,NA,1,1,"Enkhuizen"
"1644","Obdam",NA,NA,1,1,"Enkhuizen"
"1645","Opmeer",NA,NA,1,1,"Enkhuizen"
"1646","Opperdoes",NA,NA,1,1,"Enkhuizen"
"1647","Schellinkhout",NA,NA,1,1,"Enkhuizen"
"1648","Sijbekarspel",NA,NA,1,1,"Enkhuizen"
"1649","Spanbroek",NA,NA,1,1,"Enkhuizen"
"1650","Twisk",NA,NA,1,1,"Enkhuizen"
"1651","Urk",NA,NA,1,1,"Enkhuizen"
"1652","Venhuizen",NA,NA,1,1,"Enkhuizen"
"1653","Wervershoof",NA,NA,1,1,"Enkhuizen"
"1654","Westwoud",NA,NA,1,1,"Enkhuizen"
"1655","Wijdenes",NA,NA,1,1,"Enkhuizen"
"1656","Winkel",NA,NA,1,1,"Enkhuizen"
"1657","Wognum",NA,NA,1,1,"Enkhuizen"
"1658","Anna Paulowna",NA,NA,1,1,"Den Helder"
"1659","Callantsoog",NA,NA,1,1,"Den Helder"
"1660","Helder (Den)",NA,NA,1,1,"Den Helder"
"1661","Petten",NA,NA,1,1,"Den Helder"
"1662","Terschelling",NA,NA,1,1,"Den Helder"
"1663","Texel",NA,NA,1,1,"Den Helder"
"1664","Vlieland",NA,NA,1,1,"Den Helder"
"1665","Wieringen",NA,NA,1,1,"Den Helder"
"1666","Zijpe (De)",NA,NA,1,1,"Den Helder"
"1667","Akersloot",NA,NA,1,1,"Beverwijk"
"1668","Assendelft",NA,NA,1,1,"Beverwijk"
"1669","Beverwijk",NA,NA,1,1,"Beverwijk"
"1670","Bloemendaal",NA,NA,1,1,"Beverwijk"
"1671","Castricum",NA,NA,1,1,"Beverwijk"
"1672","Egmond aan Zee",NA,NA,1,1,"Beverwijk"
"1673","Egmond-Binnen",NA,NA,1,1,"Beverwijk"
"1674","Haarlemmerliede",NA,NA,1,1,"Beverwijk"
"1675","Heemskerk",NA,NA,1,1,"Beverwijk"
"1676","Krommenie",NA,NA,1,1,"Beverwijk"
"1677","Limmen",NA,NA,1,1,"Beverwijk"
"1678","Schoten",NA,NA,1,1,"Beverwijk"
"1679","Spaarndam",NA,NA,1,1,"Beverwijk"
"1680","Uitgeest",NA,NA,1,1,"Beverwijk"
"1681","Velsen",NA,NA,1,1,"Beverwijk"
"1682","Westzaan",NA,NA,1,1,"Beverwijk"
"1683","Wijk aan Zee en Duin",NA,NA,1,1,"Beverwijk"
"1684","Zandvoort",NA,NA,1,1,"Beverwijk"
"1685","Katwijk",NA,NA,1,1,"Katwijk"
"1686","Koudekerk",NA,NA,1,1,"Katwijk"
"1687","Leiderdorp",NA,NA,1,1,"Katwijk"
"1688","Noordwijk",NA,NA,1,1,"Katwijk"
"1689","Noordwijkerhout",NA,NA,1,1,"Katwijk"
"1690","Oegstgeest",NA,NA,1,1,"Katwijk"
"1691","Oudshoorn",NA,NA,1,1,"Katwijk"
"1692","Rijnsaterwoude",NA,NA,1,1,"Katwijk"
"1693","Rijnsburg",NA,NA,1,1,"Katwijk"
"1694","Sassenheim",NA,NA,1,1,"Katwijk"
"1695","Valkenburg",NA,NA,1,1,"Katwijk"
"1696","Veur",NA,NA,1,1,"Katwijk"
"1697","Voorhout",NA,NA,1,1,"Katwijk"
"1698","Voorschoten",NA,NA,1,1,"Katwijk"
"1699","Warmond",NA,NA,1,1,"Katwijk"
"1700","Wassenaar",NA,NA,1,1,"Katwijk"
"1701","Woubrugge",NA,NA,1,1,"Katwijk"
"1702","Zoeterwoude",NA,NA,1,1,"Katwijk"
"1703","Aarlanderveen",NA,NA,1,1,"Bodegraven"
"1704","Alphen",NA,NA,1,1,"Bodegraven"
"1705","Ammerstol",NA,NA,1,1,"Bodegraven"
"1706","Barwoutswaarder",NA,NA,1,1,"Bodegraven"
"1707","Bergambacht",NA,NA,1,1,"Bodegraven"
"1708","Berkenwoude",NA,NA,1,1,"Bodegraven"
"1709","Bodegraven",NA,NA,1,1,"Bodegraven"
"1710","Haastrecht",NA,NA,1,1,"Bodegraven"
"1711","Hazerswoude",NA,NA,1,1,"Bodegraven"
"1712","Hekendorp",NA,NA,1,1,"Bodegraven"
"1713","Lange Ruige Weide",NA,NA,1,1,"Bodegraven"
"1714","Oudewater",NA,NA,1,1,"Bodegraven"
"1715","Papekop",NA,NA,1,1,"Bodegraven"
"1716","Reeuwijk",NA,NA,1,1,"Bodegraven"
"1717","Rietveld",NA,NA,1,1,"Bodegraven"
"1718","Schoonhoven",NA,NA,1,1,"Bodegraven"
"1719","Stolwijk",NA,NA,1,1,"Bodegraven"
"1720","Vlist",NA,NA,1,1,"Bodegraven"
"1721","Waarder",NA,NA,1,1,"Bodegraven"
"1722","Woerden",NA,NA,1,1,"Bodegraven"
"1723","Zwammerdam",NA,NA,1,1,"Bodegraven"
"1724","'s Gravenzande",NA,NA,1,1,"Loosduinen"
"1725","Benthuizen",NA,NA,1,1,"Loosduinen"
"1726","Lier (De)",NA,NA,1,1,"Loosduinen"
"1727","Loosduinen",NA,NA,1,1,"Loosduinen"
"1728","Maasland",NA,NA,1,1,"Loosduinen"
"1729","Maassluis",NA,NA,1,1,"Loosduinen"
"1730","Monster",NA,NA,1,1,"Loosduinen"
"1731","Naaldwijk",NA,NA,1,1,"Loosduinen"
"1732","Nootdorp",NA,NA,1,1,"Loosduinen"
"1733","Rijswijk",NA,NA,1,1,"Loosduinen"
"1734","Schipluiden",NA,NA,1,1,"Loosduinen"
"1735","Stompwijk",NA,NA,1,1,"Loosduinen"
"1736","Voorburg",NA,NA,1,1,"Loosduinen"
"1737","Wateringen",NA,NA,1,1,"Loosduinen"
"1738","Zegwaard",NA,NA,1,1,"Loosduinen"
"1739","Zoetermeer",NA,NA,1,1,"Loosduinen"
"1740","Alblas (Oud-)",NA,NA,1,1,"Sliedrecht"
"1741","Alblasserdam",NA,NA,1,1,"Sliedrecht"
"1742","Ameide",NA,NA,1,1,"Sliedrecht"
"1743","Bleskensgraaf",NA,NA,1,1,"Sliedrecht"
"1744","Brandwijk",NA,NA,1,1,"Sliedrecht"
"1745","Everdingen",NA,NA,1,1,"Sliedrecht"
"1746","Goudriaan",NA,NA,1,1,"Sliedrecht"
"1747","Groot-Ammers",NA,NA,1,1,"Sliedrecht"
"1748","Hagestein",NA,NA,1,1,"Sliedrecht"
"1749","Hei- en Boeicop",NA,NA,1,1,"Sliedrecht"
"1750","Langerak",NA,NA,1,1,"Sliedrecht"
"1751","Leerbroek",NA,NA,1,1,"Sliedrecht"
"1752","Leerdam",NA,NA,1,1,"Sliedrecht"
"1753","Lekkerland (Nieuw-)",NA,NA,1,1,"Sliedrecht"
"1754","Lexmond",NA,NA,1,1,"Sliedrecht"
"1755","Meerkerk",NA,NA,1,1,"Sliedrecht"
"1756","Nieuwpoort",NA,NA,1,1,"Sliedrecht"
"1757","Ottoland",NA,NA,1,1,"Sliedrecht"
"1758","Peursum",NA,NA,1,1,"Sliedrecht"
"1759","Schoonrewoerd",NA,NA,1,1,"Sliedrecht"
"1760","Sliedrecht",NA,NA,1,1,"Sliedrecht"
"1761","Streefkerk",NA,NA,1,1,"Sliedrecht"
"1762","Tienhoven",NA,NA,1,1,"Sliedrecht"
"1763","Vianen",NA,NA,1,1,"Sliedrecht"
"1764","Wijngaarden",NA,NA,1,1,"Sliedrecht"
"1765","Aardenburg",NA,NA,1,1,"Oostburg"
"1766","Axel",NA,NA,1,1,"Oostburg"
"1767","Biervliet",NA,NA,1,1,"Oostburg"
"1768","Breskens",NA,NA,1,1,"Oostburg"
"1769","Cadzand",NA,NA,1,1,"Oostburg"
"1770","Eede",NA,NA,1,1,"Oostburg"
"1771","Groede",NA,NA,1,1,"Oostburg"
"1772","Hoek",NA,NA,1,1,"Oostburg"
"1773","Hoofdplaat",NA,NA,1,1,"Oostburg"
"1774","Kruis (St.)",NA,NA,1,1,"Oostburg"
"1775","Neuzen",NA,NA,1,1,"Oostburg"
"1776","Nieuwvliet",NA,NA,1,1,"Oostburg"
"1777","Oostburg",NA,NA,1,1,"Oostburg"
"1778","Philippine",NA,NA,1,1,"Oostburg"
"1779","Retranchement",NA,NA,1,1,"Oostburg"
"1780","Sas van Gent",NA,NA,1,1,"Oostburg"
"1781","Schoondijke",NA,NA,1,1,"Oostburg"
"1782","Sluis",NA,NA,1,1,"Oostburg"
"1783","Waterlandkerkje",NA,NA,1,1,"Oostburg"
"1784","Westdorpe",NA,NA,1,1,"Oostburg"
"1785","Yzendijke",NA,NA,1,1,"Oostburg"
"1786","Zaamslag",NA,NA,1,1,"Oostburg"
"1787","Zuidzande",NA,NA,1,1,"Oostburg"
"1788","'s Heerenhoek",NA,NA,1,1,"Hontenisse"
"1789","Baarland",NA,NA,1,1,"Hontenisse"
"1790","Borsselen",NA,NA,1,1,"Hontenisse"
"1791","Boschkapelle",NA,NA,1,1,"Hontenisse"
"1792","Clinge",NA,NA,1,1,"Hontenisse"
"1793","Driewegen",NA,NA,1,1,"Hontenisse"
"1794","Ellewoutsdijk",NA,NA,1,1,"Hontenisse"
"1795","Graauw",NA,NA,1,1,"Hontenisse"
"1796","Hengstdijk",NA,NA,1,1,"Hontenisse"
"1797","Hoedekenskerke",NA,NA,1,1,"Hontenisse"
"1798","Hontenisse",NA,NA,1,1,"Hontenisse"
"1799","Hulst",NA,NA,1,1,"Hontenisse"
"1800","Jansteen (St.)",NA,NA,1,1,"Hontenisse"
"1801","Kapelle",NA,NA,1,1,"Hontenisse"
"1802","Koewacht",NA,NA,1,1,"Hontenisse"
"1803","Krabbendijke",NA,NA,1,1,"Hontenisse"
"1804","Kruiningen",NA,NA,1,1,"Hontenisse"
"1805","Nisse",NA,NA,1,1,"Hontenisse"
"1806","Ossenisse",NA,NA,1,1,"Hontenisse"
"1807","Oudelande",NA,NA,1,1,"Hontenisse"
"1808","Overslag",NA,NA,1,1,"Hontenisse"
"1809","Ovezande",NA,NA,1,1,"Hontenisse"
"1810","Rilland-Bath",NA,NA,1,1,"Hontenisse"
"1811","Schore",NA,NA,1,1,"Hontenisse"
"1812","Stoppeldijk",NA,NA,1,1,"Hontenisse"
"1813","Waarde",NA,NA,1,1,"Hontenisse"
"1814","Yerseke",NA,NA,1,1,"Hontenisse"
"1815","Zuiddorpe",NA,NA,1,1,"Hontenisse"
"1816","'s-Gravenmoer",NA,NA,1,1,"Oosterhout"
"1817","Baarle-Nassau",NA,NA,1,1,"Oosterhout"
"1818","Chaam",NA,NA,1,1,"Oosterhout"
"1819","Dongen",NA,NA,1,1,"Oosterhout"
"1820","Gilze",NA,NA,1,1,"Oosterhout"
"1821","Ginneken",NA,NA,1,1,"Oosterhout"
"1822","Loon op Zand",NA,NA,1,1,"Oosterhout"
"1823","Oosterhout",NA,NA,1,1,"Oosterhout"
"1824","Rijsbergen",NA,NA,1,1,"Oosterhout"
"1825","Teteringen",NA,NA,1,1,"Oosterhout"
"1826","Zundert",NA,NA,1,1,"Oosterhout"
"1827","Almkerk",NA,NA,1,1,"Waalwijk"
"1828","Baardwijk",NA,NA,1,1,"Waalwijk"
"1829","Berkel",NA,NA,1,1,"Waalwijk"
"1830","Besoijen",NA,NA,1,1,"Waalwijk"
"1831","Bokhoven",NA,NA,1,1,"Waalwijk"
"1832","Capelle",NA,NA,1,1,"Waalwijk"
"1833","Cromvoirt",NA,NA,1,1,"Waalwijk"
"1834","Drongelen",NA,NA,1,1,"Waalwijk"
"1835","Drunen",NA,NA,1,1,"Waalwijk"
"1836","Dussen",NA,NA,1,1,"Waalwijk"
"1837","Empel",NA,NA,1,1,"Waalwijk"
"1838","Engelen",NA,NA,1,1,"Waalwijk"
"1839","Haaren",NA,NA,1,1,"Waalwijk"
"1840","Hedikhuizen",NA,NA,1,1,"Waalwijk"
"1841","Heesbeen",NA,NA,1,1,"Waalwijk"
"1842","Helvoirt",NA,NA,1,1,"Waalwijk"
"1843","Herpt",NA,NA,1,1,"Waalwijk"
"1844","Heusden",NA,NA,1,1,"Waalwijk"
"1845","Meeuwen",NA,NA,1,1,"Waalwijk"
"1846","Nieuwkuijk",NA,NA,1,1,"Waalwijk"
"1847","Oudheusden",NA,NA,1,1,"Waalwijk"
"1848","Sprang",NA,NA,1,1,"Waalwijk"
"1849","Udenhout",NA,NA,1,1,"Waalwijk"
"1850","Vlijmen",NA,NA,1,1,"Waalwijk"
"1851","Vrijhoeve-Capelle",NA,NA,1,1,"Waalwijk"
"1852","Waalwijk",NA,NA,1,1,"Waalwijk"
"1853","Waspik",NA,NA,1,1,"Waalwijk"
"1854","Bemelen",NA,NA,1,1,"Gulpen"
"1855","Berg en Terblijt",NA,NA,1,1,"Gulpen"
"1856","Bocholtz",NA,NA,1,1,"Gulpen"
"1857","Cadier en Keer",NA,NA,1,1,"Gulpen"
"1858","Geertruid (St.)",NA,NA,1,1,"Gulpen"
"1859","Gulpen",NA,NA,1,1,"Gulpen"
"1860","Heerlen",NA,NA,1,1,"Gulpen"
"1861","Houthem",NA,NA,1,1,"Gulpen"
"1862","Kerkrade",NA,NA,1,1,"Gulpen"
"1863","Klimmen",NA,NA,1,1,"Gulpen"
"1864","Margraten",NA,NA,1,1,"Gulpen"
"1865","Mesch",NA,NA,1,1,"Gulpen"
"1866","Mheer",NA,NA,1,1,"Gulpen"
"1867","Noorbeek",NA,NA,1,1,"Gulpen"
"1868","Oud-Valkenburg",NA,NA,1,1,"Gulpen"
"1869","Rijckholt",NA,NA,1,1,"Gulpen"
"1870","Schaesberg",NA,NA,1,1,"Gulpen"
"1871","Schin op Geulle",NA,NA,1,1,"Gulpen"
"1872","Simpelveld",NA,NA,1,1,"Gulpen"
"1873","Slenaken",NA,NA,1,1,"Gulpen"
"1874","Vaals",NA,NA,1,1,"Gulpen"
"1875","Valkenburg",NA,NA,1,1,"Gulpen"
"1876","Voerendaal",NA,NA,1,1,"Gulpen"
"1877","Wijlre",NA,NA,1,1,"Gulpen"
"1878","Wittem",NA,NA,1,1,"Gulpen"
"1879","Baexem",NA,NA,1,1,"Weert"
"1880","Buggenum",NA,NA,1,1,"Weert"
"1881","Grathem",NA,NA,1,1,"Weert"
"1882","Haelen",NA,NA,1,1,"Weert"
"1883","Heijthuizen",NA,NA,1,1,"Weert"
"1884","Helden",NA,NA,1,1,"Weert"
"1885","Horst",NA,NA,1,1,"Weert"
"1886","Hunsel",NA,NA,1,1,"Weert"
"1887","Ittervoort",NA,NA,1,1,"Weert"
"1888","Kessel",NA,NA,1,1,"Weert"
"1889","Maasbree",NA,NA,1,1,"Weert"
"1890","Meijel",NA,NA,1,1,"Weert"
"1891","Nederweert",NA,NA,1,1,"Weert"
"1892","Neer",NA,NA,1,1,"Weert"
"1893","Neeritter",NA,NA,1,1,"Weert"
"1894","Nunhem",NA,NA,1,1,"Weert"
"1895","Roggel",NA,NA,1,1,"Weert"
"1896","Sevenum",NA,NA,1,1,"Weert"
"1897","Stramproij",NA,NA,1,1,"Weert"
"1898","Weert",NA,NA,1,1,"Weert"
"1899","Beek en Donk",NA,NA,1,1,"Veghel"
"1900","Boekel",NA,NA,1,1,"Veghel"
"1901","Dinther",NA,NA,1,1,"Veghel"
"1902","Erp",NA,NA,1,1,"Veghel"
"1903","Gemert",NA,NA,1,1,"Veghel"
"1904","Heeswijk",NA,NA,1,1,"Veghel"
"1905","Lieshout",NA,NA,1,1,"Veghel"
"1906","Michielsgestel (St.)",NA,NA,1,1,"Veghel"
"1907","Oedenrode (St.)",NA,NA,1,1,"Veghel"
"1908","Schijndel",NA,NA,1,1,"Veghel"
"1909","Son",NA,NA,1,1,"Veghel"
"1910","Uden",NA,NA,1,1,"Veghel"
"1911","Veghel",NA,NA,1,1,"Veghel"
"1912","Zeeland",NA,NA,1,1,"Veghel"
"1913","'s-Gravenzande",1,NA,NA,NA,"Den Haag I"
"1914","Loosduinen",1,NA,NA,NA,"Den Haag I"
"1915","Monster",1,NA,NA,NA,"Den Haag I"
"1916","Wijk A-K, S nrs.167 en verder",1,NA,NA,NA,"Den Haag I"
"1917","Rijswijk",1,NA,NA,NA,"Den Haag II"
"1918","Voorburg",1,NA,NA,NA,"Den Haag II"
"1919","Wassenaar",1,NA,NA,NA,"Den Haag II"
"1920","Wijk L-R, S nrs. 1-66, T-W",1,NA,NA,NA,"Den Haag II"
"1921","Bedum",NA,NA,NA,1,"Hoogezand"
"1922","Haren",NA,NA,NA,1,"Hoogezand"
"1923","Hoogezand",NA,NA,NA,1,"Hoogezand"
"1924","Noorddijk",NA,NA,NA,1,"Hoogezand"
"1925","Slochteren",NA,NA,NA,1,"Hoogezand"
"1926","Ten Boer",NA,NA,NA,1,"Hoogezand"
"1927","Achtkarspelen",NA,NA,NA,1,"Tietjerksteradeel"
"1928","Kollumerland",NA,NA,NA,1,"Tietjerksteradeel"
"1929","Smallingerland",NA,NA,NA,1,"Tietjerksteradeel"
"1930","Tietjerksteradeel",NA,NA,NA,1,"Tietjerksteradeel"
"1931","Diever",NA,NA,NA,1,"Weststellingwerf"
"1932","Havelte",NA,NA,NA,1,"Weststellingwerf"
"1933","Lemsterland",NA,NA,NA,1,"Weststellingwerf"
"1934","Ooststellingwerf",NA,NA,NA,1,"Weststellingwerf"
"1935","Smilde",NA,NA,NA,1,"Weststellingwerf"
"1936","Vledder",NA,NA,NA,1,"Weststellingwerf"
"1937","Weststellingwerf",NA,NA,NA,1,"Weststellingwerf"
