 
                                                                                                                                                                                                                                                                
 
ticker            Model              evtdate    evttime      abret
PKG       Market-Adjusted Model    20NOV2019       -8       0.00525
PKG       Market-Adjusted Model    20NOV2019       -7      -0.00035
PKG       Market-Adjusted Model    20NOV2019       -6      -0.00113
PKG       Market-Adjusted Model    20NOV2019       -5      -0.00843
PKG       Market-Adjusted Model    20NOV2019       -4       0.00057
PKG       Market-Adjusted Model    20NOV2019       -3      -0.00985
PKG       Market-Adjusted Model    20NOV2019       -2       0.00879
PKG       Market-Adjusted Model    20NOV2019       -1      -0.00017
PKG       Market-Adjusted Model    20NOV2019        0      -0.01048
PKG       Market-Adjusted Model    20NOV2019        1      -0.01159
PKG       Market-Adjusted Model    20NOV2019        2      -0.00065
PKG       Market-Adjusted Model    20NOV2019        3      -0.00033
PKG       Market-Adjusted Model    20NOV2019        4       0.00340
PKG       Market-Adjusted Model    20NOV2019        5      -0.00793
PKG       Market-Adjusted Model    20NOV2019        6       0.00262
PKG       Market-Adjusted Model    20NOV2019        7       0.00086
PKG       Market-Adjusted Model    20NOV2019        8       0.00392
PKG       Market-Adjusted Model    20NOV2019        9      -0.00210
PKG       Market-Adjusted Model    20NOV2019       10       0.00924
EW        Market-Adjusted Model    05DEC2019      -10       0.00599
EW        Market-Adjusted Model    05DEC2019       -9      -0.00431
EW        Market-Adjusted Model    05DEC2019       -8      -0.01090
EW        Market-Adjusted Model    05DEC2019       -7       0.00714
EW        Market-Adjusted Model    05DEC2019       -6       0.00037
EW        Market-Adjusted Model    05DEC2019       -5      -0.00063
EW        Market-Adjusted Model    05DEC2019       -4      -0.00122
EW        Market-Adjusted Model    05DEC2019       -3       0.00010
EW        Market-Adjusted Model    05DEC2019       -2       0.01357
EW        Market-Adjusted Model    05DEC2019       -1       0.00060
EW        Market-Adjusted Model    05DEC2019        0      -0.01449
EW        Market-Adjusted Model    05DEC2019        1      -0.02555
EW        Market-Adjusted Model    05DEC2019        2      -0.01640
EW        Market-Adjusted Model    05DEC2019        3      -0.02117
EW        Market-Adjusted Model    05DEC2019        4       0.00219
EW        Market-Adjusted Model    05DEC2019        5      -0.00742
EW        Market-Adjusted Model    05DEC2019        6       0.00864
EW        Market-Adjusted Model    05DEC2019        7       0.00250
EW        Market-Adjusted Model    05DEC2019        .       0.01153
EW        Market-Adjusted Model    05DEC2019        .      -0.00920
EW        Market-Adjusted Model    05DEC2019        .      -0.01460
EW        Market-Adjusted Model    20NOV2019      -10       0.01253
EW        Market-Adjusted Model    20NOV2019       -9      -0.00416
EW        Market-Adjusted Model    20NOV2019       -8      -0.00737
EW        Market-Adjusted Model    20NOV2019       -7       0.00415
EW        Market-Adjusted Model    20NOV2019       -6       0.01815
EW        Market-Adjusted Model    20NOV2019       -5       0.01246
EW        Market-Adjusted Model    20NOV2019       -4      -0.00823
EW        Market-Adjusted Model    20NOV2019       -3       0.01366
EW        Market-Adjusted Model    20NOV2019       -2      -0.01353
EW        Market-Adjusted Model    20NOV2019       -1       0.00461
EW        Market-Adjusted Model    20NOV2019        0       0.00599
EW        Market-Adjusted Model    20NOV2019        1      -0.00431
EW        Market-Adjusted Model    20NOV2019        2      -0.01090
EW        Market-Adjusted Model    20NOV2019        3       0.00714
EW        Market-Adjusted Model    20NOV2019        4       0.00037
EW        Market-Adjusted Model    20NOV2019        5      -0.00063
EW        Market-Adjusted Model    20NOV2019        6      -0.00122
EW        Market-Adjusted Model    20NOV2019        7       0.00010
EW        Market-Adjusted Model    20NOV2019        8       0.01357
EW        Market-Adjusted Model    20NOV2019        9       0.00060
EW        Market-Adjusted Model    20NOV2019       10      -0.01449
EXPD      Market-Adjusted Model    05DEC2019      -10      -0.00203
EXPD      Market-Adjusted Model    05DEC2019       -9      -0.00880
EXPD      Market-Adjusted Model    05DEC2019       -8       0.00818
EXPD      Market-Adjusted Model    05DEC2019       -7       0.00504
EXPD      Market-Adjusted Model    05DEC2019       -6      -0.00522
EXPD      Market-Adjusted Model    05DEC2019       -5      -0.01219
EXPD      Market-Adjusted Model    05DEC2019       -4      -0.00233
EXPD      Market-Adjusted Model    05DEC2019       -3      -0.00448
EXPD      Market-Adjusted Model    05DEC2019       -2      -0.01082
EXPD      Market-Adjusted Model    05DEC2019       -1       0.00276
EXPD      Market-Adjusted Model    05DEC2019        0      -0.00137
EXPD      Market-Adjusted Model    05DEC2019        1      -0.00356
EXPD      Market-Adjusted Model    05DEC2019        2       0.01451
EXPD      Market-Adjusted Model    05DEC2019        3      -0.00277
EXPD      Market-Adjusted Model    05DEC2019        4       0.00131
EXPD      Market-Adjusted Model    05DEC2019        5       0.01632
EXPD      Market-Adjusted Model    05DEC2019        6      -0.00200
EXPD      Market-Adjusted Model    05DEC2019        7      -0.00603
EXPD      Market-Adjusted Model    05DEC2019        .       0.00339
EXPD      Market-Adjusted Model    05DEC2019        .       0.00382
EXPD      Market-Adjusted Model    05DEC2019        .      -0.00827
EXPD      Market-Adjusted Model    20NOV2019      -10      -0.00665
EXPD      Market-Adjusted Model    20NOV2019       -9      -0.00126
EXPD      Market-Adjusted Model    20NOV2019       -8      -0.00225
EXPD      Market-Adjusted Model    20NOV2019       -7      -0.00670
EXPD      Market-Adjusted Model    20NOV2019       -6      -0.00401
EXPD      Market-Adjusted Model    20NOV2019       -5      -0.00827
EXPD      Market-Adjusted Model    20NOV2019       -4       0.00438
EXPD      Market-Adjusted Model    20NOV2019       -3      -0.00497
EXPD      Market-Adjusted Model    20NOV2019       -2      -0.01191
EXPD      Market-Adjusted Model    20NOV2019       -1       0.00477
EXPD      Market-Adjusted Model    20NOV2019        0      -0.00203
EXPD      Market-Adjusted Model    20NOV2019        1      -0.00880
EXPD      Market-Adjusted Model    20NOV2019        2       0.00818
EXPD      Market-Adjusted Model    20NOV2019        3       0.00504
EXPD      Market-Adjusted Model    20NOV2019        4      -0.00522
EXPD      Market-Adjusted Model    20NOV2019        5      -0.01219
EXPD      Market-Adjusted Model    20NOV2019        6      -0.00233
EXPD      Market-Adjusted Model    20NOV2019        7      -0.00448
EXPD      Market-Adjusted Model    20NOV2019        8      -0.01082
EXPD      Market-Adjusted Model    20NOV2019        9       0.00276
EXPD      Market-Adjusted Model    20NOV2019       10      -0.00137
MET       Market-Adjusted Model    05DEC2019      -10      -0.00103
MET       Market-Adjusted Model    05DEC2019       -9       0.00195
MET       Market-Adjusted Model    05DEC2019       -8       0.01040
MET       Market-Adjusted Model    05DEC2019       -7      -0.00220
MET       Market-Adjusted Model    05DEC2019       -6      -0.00556
MET       Market-Adjusted Model    05DEC2019       -5      -0.00165
MET       Market-Adjusted Model    05DEC2019       -4       0.00414
MET       Market-Adjusted Model    05DEC2019       -3      -0.00259
MET       Market-Adjusted Model    05DEC2019       -2      -0.01373
MET       Market-Adjusted Model    05DEC2019       -1       0.00034
MET       Market-Adjusted Model    05DEC2019        0       0.00418
MET       Market-Adjusted Model    05DEC2019        1       0.00248
MET       Market-Adjusted Model    05DEC2019        2       0.00464
MET       Market-Adjusted Model    05DEC2019        3      -0.00492
MET       Market-Adjusted Model    05DEC2019        4      -0.00693
MET       Market-Adjusted Model    05DEC2019        5       0.02047
MET       Market-Adjusted Model    05DEC2019        6      -0.00294
MET       Market-Adjusted Model    05DEC2019        7      -0.00549
MET       Market-Adjusted Model    05DEC2019        .       0.01260
MET       Market-Adjusted Model    05DEC2019        .      -0.00035
MET       Market-Adjusted Model    05DEC2019        .      -0.01082
MET       Market-Adjusted Model    20NOV2019      -10       0.00499
MET       Market-Adjusted Model    20NOV2019       -9       0.00519
MET       Market-Adjusted Model    20NOV2019       -8       0.00255
MET       Market-Adjusted Model    20NOV2019       -7      -0.00019
MET       Market-Adjusted Model    20NOV2019       -6       0.00565
MET       Market-Adjusted Model    20NOV2019       -5      -0.00661
MET       Market-Adjusted Model    20NOV2019       -4       0.00005
MET       Market-Adjusted Model    20NOV2019       -3      -0.00807
MET       Market-Adjusted Model    20NOV2019       -2      -0.00330
MET       Market-Adjusted Model    20NOV2019       -1       0.00035
MET       Market-Adjusted Model    20NOV2019        0      -0.00103
MET       Market-Adjusted Model    20NOV2019        1       0.00195
MET       Market-Adjusted Model    20NOV2019        2       0.01040
MET       Market-Adjusted Model    20NOV2019        3      -0.00220
MET       Market-Adjusted Model    20NOV2019        4      -0.00556
MET       Market-Adjusted Model    20NOV2019        5      -0.00165
MET       Market-Adjusted Model    20NOV2019        6       0.00414
MET       Market-Adjusted Model    20NOV2019        7      -0.00259
MET       Market-Adjusted Model    20NOV2019        8      -0.01373
MET       Market-Adjusted Model    20NOV2019        9       0.00034
MET       Market-Adjusted Model    20NOV2019       10       0.00418
MNST      Market-Adjusted Model    05DEC2019      -10      -0.00632
MNST      Market-Adjusted Model    05DEC2019       -9       0.00824
MNST      Market-Adjusted Model    05DEC2019       -8       0.00148
MNST      Market-Adjusted Model    05DEC2019       -7      -0.00875
MNST      Market-Adjusted Model    05DEC2019       -6       0.01475
MNST      Market-Adjusted Model    05DEC2019       -5       0.00309
MNST      Market-Adjusted Model    05DEC2019       -4      -0.00035
MNST      Market-Adjusted Model    05DEC2019       -3       0.00846
MNST      Market-Adjusted Model    05DEC2019       -2      -0.00718
MNST      Market-Adjusted Model    05DEC2019       -1       0.01766
MNST      Market-Adjusted Model    05DEC2019        0      -0.00915
MNST      Market-Adjusted Model    05DEC2019        1      -0.00717
MNST      Market-Adjusted Model    05DEC2019        2       0.01073
MNST      Market-Adjusted Model    05DEC2019        3       0.01759
MNST      Market-Adjusted Model    05DEC2019        4       0.01209
MNST      Market-Adjusted Model    05DEC2019        5      -0.01211
MNST      Market-Adjusted Model    05DEC2019        6      -0.00025
MNST      Market-Adjusted Model    05DEC2019        7      -0.00297
MNST      Market-Adjusted Model    05DEC2019        .       0.00341
MNST      Market-Adjusted Model    05DEC2019        .       0.00186
MNST      Market-Adjusted Model    05DEC2019        .       0.00533
MNST      Market-Adjusted Model    20NOV2019      -10      -0.00806
MNST      Market-Adjusted Model    20NOV2019       -9       0.00775
MNST      Market-Adjusted Model    20NOV2019       -8       0.02368
MNST      Market-Adjusted Model    20NOV2019       -7      -0.00040
MNST      Market-Adjusted Model    20NOV2019       -6       0.00472
MNST      Market-Adjusted Model    20NOV2019       -5       0.00926
MNST      Market-Adjusted Model    20NOV2019       -4      -0.00110
MNST      Market-Adjusted Model    20NOV2019       -3      -0.01238
MNST      Market-Adjusted Model    20NOV2019       -2       0.00639
MNST      Market-Adjusted Model    20NOV2019       -1      -0.00822
MNST      Market-Adjusted Model    20NOV2019        0      -0.00632
MNST      Market-Adjusted Model    20NOV2019        1       0.00824
MNST      Market-Adjusted Model    20NOV2019        2       0.00148
MNST      Market-Adjusted Model    20NOV2019        3      -0.00875
MNST      Market-Adjusted Model    20NOV2019        4       0.01475
MNST      Market-Adjusted Model    20NOV2019        5       0.00309
MNST      Market-Adjusted Model    20NOV2019        6      -0.00035
MNST      Market-Adjusted Model    20NOV2019        7       0.00846
MNST      Market-Adjusted Model    20NOV2019        8      -0.00718
MNST      Market-Adjusted Model    20NOV2019        9       0.01766
MNST      Market-Adjusted Model    20NOV2019       10      -0.00915
ISRG      Market-Adjusted Model    05DEC2019      -10      -0.00588
ISRG      Market-Adjusted Model    05DEC2019       -9       0.00010
ISRG      Market-Adjusted Model    05DEC2019       -8      -0.00653
ISRG      Market-Adjusted Model    05DEC2019       -7       0.01183
ISRG      Market-Adjusted Model    05DEC2019       -6       0.00578
ISRG      Market-Adjusted Model    05DEC2019       -5       0.00450
ISRG      Market-Adjusted Model    05DEC2019       -4       0.00693
ISRG      Market-Adjusted Model    05DEC2019       -3      -0.00068
ISRG      Market-Adjusted Model    05DEC2019       -2      -0.00735
ISRG      Market-Adjusted Model    05DEC2019       -1      -0.00072
ISRG      Market-Adjusted Model    05DEC2019        0      -0.00398
ISRG      Market-Adjusted Model    05DEC2019        1      -0.00097
ISRG      Market-Adjusted Model    05DEC2019        2      -0.01795
ISRG      Market-Adjusted Model    05DEC2019        3       0.00457
ISRG      Market-Adjusted Model    05DEC2019        4      -0.00388
ISRG      Market-Adjusted Model    05DEC2019        5       0.00168
ISRG      Market-Adjusted Model    05DEC2019        6      -0.00204
ISRG      Market-Adjusted Model    05DEC2019        7       0.01045
ISRG      Market-Adjusted Model    05DEC2019        .       0.00517
ISRG      Market-Adjusted Model    05DEC2019        .      -0.00201
ISRG      Market-Adjusted Model    05DEC2019        .      -0.01038
ISRG      Market-Adjusted Model    20NOV2019      -10      -0.01591
ISRG      Market-Adjusted Model    20NOV2019       -9      -0.00796
ISRG      Market-Adjusted Model    20NOV2019       -8      -0.00849
ISRG      Market-Adjusted Model    20NOV2019       -7      -0.00572
ISRG      Market-Adjusted Model    20NOV2019       -6       0.00671
ISRG      Market-Adjusted Model    20NOV2019       -5       0.00197
ISRG      Market-Adjusted Model    20NOV2019       -4       0.00634
ISRG      Market-Adjusted Model    20NOV2019       -3       0.01977
ISRG      Market-Adjusted Model    20NOV2019       -2      -0.00105
ISRG      Market-Adjusted Model    20NOV2019       -1       0.01505
ISRG      Market-Adjusted Model    20NOV2019        0      -0.00588
ISRG      Market-Adjusted Model    20NOV2019        1       0.00010
ISRG      Market-Adjusted Model    20NOV2019        2      -0.00653
ISRG      Market-Adjusted Model    20NOV2019        3       0.01183
ISRG      Market-Adjusted Model    20NOV2019        4       0.00578
ISRG      Market-Adjusted Model    20NOV2019        5       0.00450
ISRG      Market-Adjusted Model    20NOV2019        6       0.00693
ISRG      Market-Adjusted Model    20NOV2019        7      -0.00068
ISRG      Market-Adjusted Model    20NOV2019        8      -0.00735
ISRG      Market-Adjusted Model    20NOV2019        9      -0.00072
ISRG      Market-Adjusted Model    20NOV2019       10      -0.00398
ILMN      Market-Adjusted Model    05DEC2019      -10       0.01578
ILMN      Market-Adjusted Model    05DEC2019       -9      -0.00520
ILMN      Market-Adjusted Model    05DEC2019       -8       0.00639
ILMN      Market-Adjusted Model    05DEC2019       -7      -0.00416
ILMN      Market-Adjusted Model    05DEC2019       -6       0.00491
ILMN      Market-Adjusted Model    05DEC2019       -5       0.00033
ILMN      Market-Adjusted Model    05DEC2019       -4       0.00358
ILMN      Market-Adjusted Model    05DEC2019       -3       0.00523
ILMN      Market-Adjusted Model    05DEC2019       -2       0.01685
ILMN      Market-Adjusted Model    05DEC2019       -1      -0.01626
ILMN      Market-Adjusted Model    05DEC2019        0      -0.00096
ILMN      Market-Adjusted Model    05DEC2019        1       0.01165
ILMN      Market-Adjusted Model    05DEC2019        2       0.00360
ILMN      Market-Adjusted Model    05DEC2019        3       0.00180
ILMN      Market-Adjusted Model    05DEC2019        4      -0.02235
ILMN      Market-Adjusted Model    05DEC2019        5      -0.00464
ILMN      Market-Adjusted Model    05DEC2019        6       0.00871
ILMN      Market-Adjusted Model    05DEC2019        7       0.00183
ILMN      Market-Adjusted Model    05DEC2019        .      -0.01416
ILMN      Market-Adjusted Model    05DEC2019        .       0.00593
ILMN      Market-Adjusted Model    05DEC2019        .      -0.00446
ILMN      Market-Adjusted Model    20NOV2019      -10      -0.01159
ILMN      Market-Adjusted Model    20NOV2019       -9      -0.01059
ILMN      Market-Adjusted Model    20NOV2019       -8      -0.00946
ILMN      Market-Adjusted Model    20NOV2019       -7       0.00733
ILMN      Market-Adjusted Model    20NOV2019       -6       0.00081
ILMN      Market-Adjusted Model    20NOV2019       -5       0.00826
ILMN      Market-Adjusted Model    20NOV2019       -4      -0.00002
ILMN      Market-Adjusted Model    20NOV2019       -3       0.01782
ILMN      Market-Adjusted Model    20NOV2019       -2       0.00198
ILMN      Market-Adjusted Model    20NOV2019       -1       0.01389
ILMN      Market-Adjusted Model    20NOV2019        0       0.01578
ILMN      Market-Adjusted Model    20NOV2019        1      -0.00520
ILMN      Market-Adjusted Model    20NOV2019        2       0.00639
ILMN      Market-Adjusted Model    20NOV2019        3      -0.00416
ILMN      Market-Adjusted Model    20NOV2019        4       0.00491
ILMN      Market-Adjusted Model    20NOV2019        5       0.00033
ILMN      Market-Adjusted Model    20NOV2019        6       0.00358
ILMN      Market-Adjusted Model    20NOV2019        7       0.00523
ILMN      Market-Adjusted Model    20NOV2019        8       0.01685
ILMN      Market-Adjusted Model    20NOV2019        9      -0.01626
ILMN      Market-Adjusted Model    20NOV2019       10      -0.00096
TPR       Market-Adjusted Model    05DEC2019      -10      -0.02719
TPR       Market-Adjusted Model    05DEC2019       -9      -0.01244
TPR       Market-Adjusted Model    05DEC2019       -8       0.02005
TPR       Market-Adjusted Model    05DEC2019       -7       0.00364
TPR       Market-Adjusted Model    05DEC2019       -6      -0.00758
TPR       Market-Adjusted Model    05DEC2019       -5       0.01363
TPR       Market-Adjusted Model    05DEC2019       -4      -0.00067
TPR       Market-Adjusted Model    05DEC2019       -3      -0.02856
TPR       Market-Adjusted Model    05DEC2019       -2      -0.03441
TPR       Market-Adjusted Model    05DEC2019       -1       0.02252
TPR       Market-Adjusted Model    05DEC2019        0       0.00832
TPR       Market-Adjusted Model    05DEC2019        1      -0.00603
TPR       Market-Adjusted Model    05DEC2019        2       0.01381
TPR       Market-Adjusted Model    05DEC2019        3      -0.00974
TPR       Market-Adjusted Model    05DEC2019        4       0.00849
TPR       Market-Adjusted Model    05DEC2019        5       0.01107
TPR       Market-Adjusted Model    05DEC2019        6      -0.01496
TPR       Market-Adjusted Model    05DEC2019        7      -0.02520
TPR       Market-Adjusted Model    05DEC2019        .       0.00011
TPR       Market-Adjusted Model    05DEC2019        .       0.01729
TPR       Market-Adjusted Model    05DEC2019        .       0.01298
TPR       Market-Adjusted Model    20NOV2019      -10      -0.03741
TPR       Market-Adjusted Model    20NOV2019       -9       0.04010
TPR       Market-Adjusted Model    20NOV2019       -8       0.00275
TPR       Market-Adjusted Model    20NOV2019       -7      -0.01836
TPR       Market-Adjusted Model    20NOV2019       -6      -0.01290
TPR       Market-Adjusted Model    20NOV2019       -5      -0.01343
TPR       Market-Adjusted Model    20NOV2019       -4       0.00155
TPR       Market-Adjusted Model    20NOV2019       -3       0.01822
TPR       Market-Adjusted Model    20NOV2019       -2       0.00647
TPR       Market-Adjusted Model    20NOV2019       -1       0.00011
TPR       Market-Adjusted Model    20NOV2019        0      -0.02719
TPR       Market-Adjusted Model    20NOV2019        1      -0.01244
TPR       Market-Adjusted Model    20NOV2019        2       0.02005
TPR       Market-Adjusted Model    20NOV2019        3       0.00364
TPR       Market-Adjusted Model    20NOV2019        4      -0.00758
TPR       Market-Adjusted Model    20NOV2019        5       0.01363
TPR       Market-Adjusted Model    20NOV2019        6      -0.00067
TPR       Market-Adjusted Model    20NOV2019        7      -0.02856
TPR       Market-Adjusted Model    20NOV2019        8      -0.03441
TPR       Market-Adjusted Model    20NOV2019        9       0.02252
TPR       Market-Adjusted Model    20NOV2019       10       0.00832
JKHY      Market-Adjusted Model    05DEC2019      -10      -0.00179
JKHY      Market-Adjusted Model    05DEC2019       -9      -0.00857
JKHY      Market-Adjusted Model    05DEC2019       -8       0.00150
JKHY      Market-Adjusted Model    05DEC2019       -7      -0.00177
JKHY      Market-Adjusted Model    05DEC2019       -6       0.00614
JKHY      Market-Adjusted Model    05DEC2019       -5       0.00094
JKHY      Market-Adjusted Model    05DEC2019       -4       0.00237
JKHY      Market-Adjusted Model    05DEC2019       -3      -0.00124
JKHY      Market-Adjusted Model    05DEC2019       -2       0.00460
JKHY      Market-Adjusted Model    05DEC2019       -1       0.00026
JKHY      Market-Adjusted Model    05DEC2019        0      -0.00388
JKHY      Market-Adjusted Model    05DEC2019        1      -0.00963
JKHY      Market-Adjusted Model    05DEC2019        2      -0.00859
JKHY      Market-Adjusted Model    05DEC2019        3      -0.00034
JKHY      Market-Adjusted Model    05DEC2019        4      -0.02419
JKHY      Market-Adjusted Model    05DEC2019        5      -0.00048
JKHY      Market-Adjusted Model    05DEC2019        6      -0.00611
JKHY      Market-Adjusted Model    05DEC2019        7      -0.00390
JKHY      Market-Adjusted Model    05DEC2019        .       0.00303
JKHY      Market-Adjusted Model    05DEC2019        .      -0.00773
JKHY      Market-Adjusted Model    05DEC2019        .      -0.00224
JKHY      Market-Adjusted Model    20NOV2019      -10       0.01314
JKHY      Market-Adjusted Model    20NOV2019       -9       0.00400
JKHY      Market-Adjusted Model    20NOV2019       -8       0.00263
JKHY      Market-Adjusted Model    20NOV2019       -7      -0.00385
JKHY      Market-Adjusted Model    20NOV2019       -6      -0.01074
JKHY      Market-Adjusted Model    20NOV2019       -5       0.00656
JKHY      Market-Adjusted Model    20NOV2019       -4      -0.00218
JKHY      Market-Adjusted Model    20NOV2019       -3       0.00348
JKHY      Market-Adjusted Model    20NOV2019       -2       0.00609
JKHY      Market-Adjusted Model    20NOV2019       -1       0.00273
JKHY      Market-Adjusted Model    20NOV2019        0      -0.00179
JKHY      Market-Adjusted Model    20NOV2019        1      -0.00857
JKHY      Market-Adjusted Model    20NOV2019        2       0.00150
JKHY      Market-Adjusted Model    20NOV2019        3      -0.00177
JKHY      Market-Adjusted Model    20NOV2019        4       0.00614
JKHY      Market-Adjusted Model    20NOV2019        5       0.00094
JKHY      Market-Adjusted Model    20NOV2019        6       0.00237
JKHY      Market-Adjusted Model    20NOV2019        7      -0.00124
JKHY      Market-Adjusted Model    20NOV2019        8       0.00460
JKHY      Market-Adjusted Model    20NOV2019        9       0.00026
JKHY      Market-Adjusted Model    20NOV2019       10      -0.00388
GRMN      Market-Adjusted Model    05DEC2019      -10       0.00278
GRMN      Market-Adjusted Model    05DEC2019       -9       0.01378
GRMN      Market-Adjusted Model    05DEC2019       -8      -0.01143
GRMN      Market-Adjusted Model    05DEC2019       -7      -0.00453
GRMN      Market-Adjusted Model    05DEC2019       -6       0.00449
GRMN      Market-Adjusted Model    05DEC2019       -5      -0.00599
GRMN      Market-Adjusted Model    05DEC2019       -4      -0.00045
GRMN      Market-Adjusted Model    05DEC2019       -3       0.00075
GRMN      Market-Adjusted Model    05DEC2019       -2       0.00209
GRMN      Market-Adjusted Model    05DEC2019       -1      -0.00856
GRMN      Market-Adjusted Model    05DEC2019        0      -0.00812
GRMN      Market-Adjusted Model    05DEC2019        1       0.00045
GRMN      Market-Adjusted Model    05DEC2019        2       0.00820
GRMN      Market-Adjusted Model    05DEC2019        3      -0.00226
GRMN      Market-Adjusted Model    05DEC2019        4       0.00623
GRMN      Market-Adjusted Model    05DEC2019        5      -0.00712
GRMN      Market-Adjusted Model    05DEC2019        6       0.00248
GRMN      Market-Adjusted Model    05DEC2019        7      -0.00378
GRMN      Market-Adjusted Model    05DEC2019        .      -0.00015
GRMN      Market-Adjusted Model    05DEC2019        .      -0.00376
GRMN      Market-Adjusted Model    05DEC2019        .      -0.00263
GRMN      Market-Adjusted Model    20NOV2019      -10      -0.00031
GRMN      Market-Adjusted Model    20NOV2019       -9       0.01481
GRMN      Market-Adjusted Model    20NOV2019       -8       0.00663
GRMN      Market-Adjusted Model    20NOV2019       -7       0.01133
GRMN      Market-Adjusted Model    20NOV2019       -6      -0.00879
GRMN      Market-Adjusted Model    20NOV2019       -5      -0.00245
GRMN      Market-Adjusted Model    20NOV2019       -4       0.00821
GRMN      Market-Adjusted Model    20NOV2019       -3      -0.01883
GRMN      Market-Adjusted Model    20NOV2019       -2       0.00444
GRMN      Market-Adjusted Model    20NOV2019       -1       0.00827
GRMN      Market-Adjusted Model    20NOV2019        0       0.00278
GRMN      Market-Adjusted Model    20NOV2019        1       0.01378
GRMN      Market-Adjusted Model    20NOV2019        2      -0.01143
GRMN      Market-Adjusted Model    20NOV2019        3      -0.00453
GRMN      Market-Adjusted Model    20NOV2019        4       0.00449
GRMN      Market-Adjusted Model    20NOV2019        5      -0.00599
GRMN      Market-Adjusted Model    20NOV2019        6      -0.00045
GRMN      Market-Adjusted Model    20NOV2019        7       0.00075
GRMN      Market-Adjusted Model    20NOV2019        8       0.00209
GRMN      Market-Adjusted Model    20NOV2019        9      -0.00856
GRMN      Market-Adjusted Model    20NOV2019       10      -0.00812
ALGN      Market-Adjusted Model    05DEC2019      -10      -0.00718
ALGN      Market-Adjusted Model    05DEC2019       -9       0.01388
ALGN      Market-Adjusted Model    05DEC2019       -8       0.00584
ALGN      Market-Adjusted Model    05DEC2019       -7       0.00411
ALGN      Market-Adjusted Model    05DEC2019       -6      -0.00329
ALGN      Market-Adjusted Model    05DEC2019       -5       0.00245
ALGN      Market-Adjusted Model    05DEC2019       -4      -0.00401
ALGN      Market-Adjusted Model    05DEC2019       -3      -0.00219
ALGN      Market-Adjusted Model    05DEC2019       -2       0.01389
ALGN      Market-Adjusted Model    05DEC2019       -1      -0.00119
ALGN      Market-Adjusted Model    05DEC2019        0      -0.01282
ALGN      Market-Adjusted Model    05DEC2019        1      -0.00484
ALGN      Market-Adjusted Model    05DEC2019        2      -0.00497
ALGN      Market-Adjusted Model    05DEC2019        3       0.00142
ALGN      Market-Adjusted Model    05DEC2019        4       0.00290
ALGN      Market-Adjusted Model    05DEC2019        5      -0.03392
ALGN      Market-Adjusted Model    05DEC2019        6      -0.00845
ALGN      Market-Adjusted Model    05DEC2019        7       0.00738
ALGN      Market-Adjusted Model    05DEC2019        .      -0.00744
ALGN      Market-Adjusted Model    05DEC2019        .       0.01653
ALGN      Market-Adjusted Model    05DEC2019        .      -0.00019
ALGN      Market-Adjusted Model    20NOV2019      -10      -0.00635
ALGN      Market-Adjusted Model    20NOV2019       -9       0.00699
ALGN      Market-Adjusted Model    20NOV2019       -8       0.00062
ALGN      Market-Adjusted Model    20NOV2019       -7      -0.00324
ALGN      Market-Adjusted Model    20NOV2019       -6      -0.00023
ALGN      Market-Adjusted Model    20NOV2019       -5       0.00239
ALGN      Market-Adjusted Model    20NOV2019       -4       0.00236
ALGN      Market-Adjusted Model    20NOV2019       -3       0.00590
ALGN      Market-Adjusted Model    20NOV2019       -2       0.01713
ALGN      Market-Adjusted Model    20NOV2019       -1       0.01125
ALGN      Market-Adjusted Model    20NOV2019        0      -0.00718
ALGN      Market-Adjusted Model    20NOV2019        1       0.01388
ALGN      Market-Adjusted Model    20NOV2019        2       0.00584
ALGN      Market-Adjusted Model    20NOV2019        3       0.00411
ALGN      Market-Adjusted Model    20NOV2019        4      -0.00329
ALGN      Market-Adjusted Model    20NOV2019        5       0.00245
ALGN      Market-Adjusted Model    20NOV2019        6      -0.00401
ALGN      Market-Adjusted Model    20NOV2019        7      -0.00219
ALGN      Market-Adjusted Model    20NOV2019        8       0.01389
ALGN      Market-Adjusted Model    20NOV2019        9      -0.00119
ALGN      Market-Adjusted Model    20NOV2019       10      -0.01282
GPN       Market-Adjusted Model    05DEC2019      -10      -0.00342
GPN       Market-Adjusted Model    05DEC2019       -9      -0.01040
GPN       Market-Adjusted Model    05DEC2019       -8      -0.00100
GPN       Market-Adjusted Model    05DEC2019       -7      -0.00366
GPN       Market-Adjusted Model    05DEC2019       -6       0.00288
GPN       Market-Adjusted Model    05DEC2019       -5      -0.00147
GPN       Market-Adjusted Model    05DEC2019       -4       0.00436
GPN       Market-Adjusted Model    05DEC2019       -3      -0.00810
GPN       Market-Adjusted Model    05DEC2019       -2       0.00288
GPN       Market-Adjusted Model    05DEC2019       -1      -0.01424
GPN       Market-Adjusted Model    05DEC2019        0       0.00403
GPN       Market-Adjusted Model    05DEC2019        1      -0.01064
GPN       Market-Adjusted Model    05DEC2019        2      -0.00515
GPN       Market-Adjusted Model    05DEC2019        3      -0.00612
GPN       Market-Adjusted Model    05DEC2019        4       0.00294
GPN       Market-Adjusted Model    05DEC2019        5      -0.00750
GPN       Market-Adjusted Model    05DEC2019        6       0.02228
GPN       Market-Adjusted Model    05DEC2019        7      -0.00540
GPN       Market-Adjusted Model    05DEC2019        .       0.00546
GPN       Market-Adjusted Model    05DEC2019        .       0.00486
